name,ctype,csubtype,contract,address,all_categories
Nostra,DeFi,DEX,PriceFeedUSDC,0x657a2118e4495e912481f69e9440d570df5c54bd,DeFi::DEX;DeFi::Lending
Nostra,DeFi,DEX,ChainlinkPriceOracleWBTC,0x0fb19f13a0eaef800e73dc09f54da8a3130896a7,DeFi::DEX;DeFi::Lending
Nostra,DeFi,DEX,PythPriceOracleWBTC,0x877ef8ad53c32c74a01516f677584121a2646017,DeFi::DEX;DeFi::Lending
Nostra,DeFi,DEX,PriceFeedWBTC,0xc669735030c3aeb39c487bec8acc2405b3ffd707,DeFi::DEX;DeFi::Lending
OctoSwap,DeFi,DEX,factory-v1,0xe26dd94f67ca3615fcaf6062750147f37df84f7a,DeFi::DEX
OctoSwap,DeFi,DEX,factory-v2,0xd404cbee8213ad72f545c07fa47c320cab86677b,DeFi::DEX
OctoSwap,DeFi,DEX,router-v1,0xb6091233aacacba45225a2b2121bbac807af4255,DeFi::DEX
OctoSwap,DeFi,DEX,universal-router,0x8b1fb7b1da49f111a2c0c11925d5bb86a2fab88e,DeFi::DEX
OctoSwap,DeFi,DEX,testnet-nft-erc1155,0x54a561ad4808dbabbb3b61347f5e90006fc05547,DeFi::DEX
OctoSwap,DeFi,DEX,testnet-token-erc20,0xca9a4f46faf5628466583486fd5ace8ac33ce126,DeFi::DEX
PancakeSwap,DeFi,DEX,PancakeFactory,0x82438ce666d9403e488ba720c7424434e8aa47cd,DeFi::DEX
PancakeSwap,DeFi,DEX,PancakeRouter,0x3a3ebae0eec80852fbc7b9e824c6756969cc8dc1,DeFi::DEX
PancakeSwap,DeFi,DEX,PancakeSwapSmartRouter,0x36f239fe75530cb0013b15dea927168994b454f6,DeFi::DEX
PancakeSwap,DeFi,DEX,PancakeV3PoolDeployer,0x2c63b2dc63d7e1f47294a0902da68b5e80f0d604,DeFi::DEX
PancakeSwap,DeFi,DEX,PancakeV3Factory,0x3b7838d96fc18ad1972afa17574686be79c50040,DeFi::DEX
PancakeSwap,DeFi,DEX,SwapRouter,0x46cf505b6ab4aea209480029c9492cb8014cc6a2,DeFi::DEX
PancakeSwap,DeFi,DEX,NonFungiblePositionManager,0x075a0ba7bc4cdfbbdc9d8de5f228c834246e5afc,DeFi::DEX
PancakeSwap,DeFi,DEX,PancakeInterfaceMulticall,0x7aa82eee7d8805af89b79062a66b01055063e737,DeFi::DEX
PancakeSwap,DeFi,DEX,SmartRouter,0xe27dc57fce896350a38d8d8adceefbfb5649d9de,DeFi::DEX
PancakeSwap,DeFi,DEX,MixedRouteQuoterV1,0x7f988126c2c5d4967bb5e70bdeb7e26db6bd5c28,DeFi::DEX
PancakeSwap,DeFi,DEX,QuoterV2,0x74b06efa24f39c60aa7f61bd516a3eaf39613d57,DeFi::DEX
PancakeSwap,DeFi,DEX,TokenValidator,0x05311098a9352cccae561780b455a99fc4eb9d30,DeFi::DEX
PancakeSwap,DeFi,DEX,Permit2,0xc51da9473283695884ad536ffd180e618bf6186e,DeFi::DEX
PancakeSwap,DeFi,DEX,UniversalRouter,0x94d220c58a23ae0c2ee29344b00a30d1c2d9f1bc,DeFi::DEX
Standard Protocol,DeFi,DEX,MatchingEngine,0x6b5a13ca93871187330ae6d9e34cdad610aa54cd,DeFi::DEX
Swaap,DeFi,DEX,Vault,0xd315a9c38ec871068fec378e4ce78af528c76293,DeFi::DEX
TAYA,DeFi,DEX,factory,0xf3fd5503fb2bb5f5a7ae713e621ac5c50f191fb3,DeFi::DEX;Consumer::Prediction Market
Tadle,DeFi,DEX,unknown0,0x4a2c25b488fd174997dd08589b6db7ffc0a05ffb,DeFi::DEX
Tadle,DeFi,DEX,unknown1,0xb876426c57420828ba02c17006bdea0f181b3ec5,DeFi::DEX
Tadle,DeFi,DEX,unknown2,0x079f5217c6b8c765fd3b889e87f1a6aa79a6e537,DeFi::DEX
Tadle,DeFi,DEX,unknown3,0xc026608987c0bfc3e7affb8b43c40c7572649e58,DeFi::DEX
Tadle,DeFi,DEX,unknown4,0x0091e1b230bab4a7fd6b7bee8722e18fd7770cfb,DeFi::DEX
Taya swap,DeFi,DEX,unknown0,0x29dc2751f9e51f9a446318c660a993833afaceac,DeFi::DEX
Taya swap,DeFi,DEX,unknown1,0xf4a772216e9266d062cee940b13a709f3542247b,DeFi::DEX
Yamata,DeFi,DEX,EntryPointAddress,0xd5f80ffc5eb83cd434826a79b0725a061ddaae75,DeFi::DEX
Yamata,DeFi,DEX,Safe4337ModuleAddress,0xb7372b06ff436d71aac5d03e2ebf10adb95ec807,DeFi::DEX
Yamata,DeFi,DEX,AddModulesLibAddress,0x64831a1fe470f75f9786ce7297da9bad8dc307b2,DeFi::DEX
Yamata,DeFi,DEX,SafeSingletonAddress,0x76667330c237fb40f28d74563cdaaae4b06c23ec,DeFi::DEX
Yamata,DeFi,DEX,SafeProxyFactoryAddress,0xd9d2ba03a7754250fdd71333f444636471cacbc4,DeFi::DEX
Yamata,DeFi,DEX,ExchangeProxyAddress,0x955b82c21ad3dea83a603f5cad8036cadf4639a4,DeFi::DEX
Yamata,DeFi,DEX,ExchangeContractNativeOrderFeature,0x465efcb0b1e53f19e556c10dfbffb6ca626f8bce,DeFi::DEX
iZUMi Finance,DeFi,DEX,swapX2YModule,0xed9b4e3ed8fe7e820b950f28f939af848f98e995,DeFi::DEX
iZUMi Finance,DeFi,DEX,swapY2XModule,0x706a11af5bb5c2a50ab9802503ddbff69373d1bd,DeFi::DEX
iZUMi Finance,DeFi,DEX,liquidityModule,0x817ec83fb6906ba0777e89110d5089313385f4a2,DeFi::DEX
iZUMi Finance,DeFi,DEX,limitOrderModule,0xaf931d7aab9643d1e63ed2e1fb17911c65e09678,DeFi::DEX
iZUMi Finance,DeFi,DEX,flashModule,0x29b66280f0ea5f5dfbd7c94d560fc060575360cd,DeFi::DEX
iZUMi Finance,DeFi,DEX,factory,0x64c2f1306b4ed3183e7b345158fd01c19c0d8c5e,DeFi::DEX
iZUMi Finance,DeFi,DEX,liquidityManager,0x1ee5edc5fe498a2dd82862746d674db2a5e7fef6,DeFi::DEX
iZUMi Finance,DeFi,DEX,limitOrderManager,0x77132b63429718db2b6ad8d942ee13a198f6ab49,DeFi::DEX
iZUMi Finance,DeFi,DEX,limitorderwithswap,0xa9754f0d9055d14eb0d2d196e4c51d8b2ee6f4d3,DeFi::DEX
iZUMi Finance,DeFi,DEX,swap,0xf6ffe4f3fdc8bbb7f70ffd48e61f17d1e343ddfd,DeFi::DEX
iZUMi Finance,DeFi,DEX,quoter,0x95c5f14106ab4d1dc0cfc9326225287c18c2d247,DeFi::DEX
iZUMi Finance,DeFi,DEX,quoterWithLimit,0x4d140e612e476a6ba54ef1306b2ba398a5deff09,DeFi::DEX
iZUMi Finance,DeFi,DEX,tapProxy,0xeb122de19fea9ed039e2d087113db26017f5f91a,DeFi::DEX
iZUMi Finance,DeFi,DEX,locker,0x551197e6350936976dffb66b2c3bb15ddb723250,DeFi::DEX
zkSwap Finance,DeFi,DEX,AggregatorSmart,0xcf9fb929fa29ec1c1a216717200232c5b0c3d744,DeFi::DEX
zkSwap Finance,DeFi,DEX,UniversalRouter,0x74a116b1bb7894d3cfbc4b1a12f59ea95f3fff81,DeFi::DEX
zkSwap Finance,DeFi,DEX,RouterV2,0x3be99db246c81df2bd8dc0d708e03f64e1a84917,DeFi::DEX
zkSwap Finance,DeFi,DEX,FactoryV2,0x095f464b7a6a45b4f03abb32e7c42e05f0c58e9b,DeFi::DEX
zkSwap Finance,DeFi,DEX,ZFV3Factory,0x14df23f5dfc0d0cf781fbc552443ab9ff33bb9d4,DeFi::DEX
zkSwap Finance,DeFi,DEX,ZFV3PoolDeployer,0xbc7dcb8c29971bc0293d54db9d29738c7ae09964,DeFi::DEX
zkSwap Finance,DeFi,DEX,NFTDescriptorProxy,0xcd219ae923b5f20cb36ad316a129d8f9015d1822,DeFi::DEX
zkSwap Finance,DeFi,DEX,NonfungiblePositionManager,0xa29812968fcc0c34bf89926a22939cafce02c639,DeFi::DEX
zkSwap Finance,DeFi,DEX,QuoterV2,0xd7ec145b53cb1a62db42fc1bb27e050d8b835d8f,DeFi::DEX
zkSwap Finance,DeFi,DEX,TickLens,0x6d85e2783e1602df1306631c068fa6870c5459d5,DeFi::DEX
zkSwap Finance,DeFi,DEX,Permit2,0x969491fc643492e7a6bcfd49ed06e20bc9b98c53,DeFi::DEX
zkSwap Finance,DeFi,DEX,StableSwap3Pool,0x7099c203c1d442446d0c0d7ba95b77b6c70d1954,DeFi::DEX
zkSwap Finance,DeFi,DEX,ZFStableSwapFactory,0xced35925a87990e3b06a63ff4dae82e159ceda27,DeFi::DEX
zkSwap Finance,DeFi,DEX,ZFStableSwapLPFactory,0xc60cbc14d170a95938bb630ae78a8306dd7cf120,DeFi::DEX
zkSwap Finance,DeFi,DEX,ZFStableSwapTwoPoolDeployer,0x2e11640ee1368f2cd90c36607760a274a30094f5,DeFi::DEX
zkSwap Finance,DeFi,DEX,ZFStableSwapThreePoolDeployer,0x3ec4879991d51338d2a2d037f4dad439570cf971,DeFi::DEX
zkSwap Finance,DeFi,DEX,ZFStableSwapTwoPoolInfo,0xaa218216b7db7b1f51a6d3a615d9470c86e29219,DeFi::DEX
zkSwap Finance,DeFi,DEX,ZFStableSwapThreePoolInfo,0xd2d52b5f624bc7dc6ef66a86f833cf93524f99fd,DeFi::DEX
zkSwap Finance,DeFi,DEX,GreeterFactory,0x987b30cbe19f0a4461731c32bbe4a22271ec0d57,DeFi::DEX
zkSwap Finance,DeFi,DEX,Moon,0x4aa50e8208095d9594d18e8e3008abb811125dce,DeFi::DEX
zkSwap Finance,DeFi,DEX,ZFNFT,0x4f79d211d0536ffe453203229c6ad32ad25681e8,DeFi::DEX
0x,DeFi,DEX Aggregator,unknown0,0x07f37e56bc55b7f927807171647c2eee95c78f31,DeFi::DEX Aggregator
0x,DeFi,DEX Aggregator,unknown1,0xee6107d6722d31bb10eba7936955477f3dee4de2,DeFi::DEX Aggregator
0x,DeFi,DEX Aggregator,allowanceHolder,0x0000000000001ff3684f28c67538d4d072c22734,DeFi::DEX Aggregator
Azaar,DeFi,DEX Aggregator,default,0xc746a3ff008b13d55701b4ea4a00f90c1f71a991,DeFi::DEX Aggregator
Mace,DeFi,DEX Aggregator,Router,0x82193139cce644b32919d42abf84a15d57b8aff6,DeFi::DEX Aggregator
Mace,DeFi,DEX Aggregator,KuruAdapter,0x7c03da572a0180e77f544bd69134babf4a26cf63,DeFi::DEX Aggregator
Mace,DeFi,DEX Aggregator,NitroAdapter,0x3e0dea0432bd7e63834627c1aafb20574e0fca6c,DeFi::DEX Aggregator
Monorail,DeFi,DEX Aggregator,Aggregator,0x8c15f4a2897dd89de74772cfa376190302801b52,DeFi::DEX Aggregator
Monorail,DeFi,DEX Aggregator,Router,0x7b5df408da2356e9eecda0492104e758a2b6913d,DeFi::DEX Aggregator
Rubic,DeFi,DEX Aggregator,DiamondCutFacet,0xaa4472ec72cf4771dfd38467f161f6df6ca3fb1a,DeFi::DEX Aggregator
Rubic,DeFi,DEX Aggregator,RubicMultiProxy,0xaf14797ccf963b1e3d028a9d51853ace16aedba1,DeFi::DEX Aggregator
Rubic,DeFi,DEX Aggregator,ERC20Proxy,0x3335733c454805df6a77f825f266e136fb4a3333,DeFi::DEX Aggregator
Rubic,DeFi,DEX Aggregator,DiamondLoupeFacet,0xf747da269c7a65d123d4851515927b082e23abd2,DeFi::DEX Aggregator
Rubic,DeFi,DEX Aggregator,OwnershipFacet,0xce0f6610fc406f689c854ac517ea15d0205c11e3,DeFi::DEX Aggregator
Rubic,DeFi,DEX Aggregator,DexManagerFacet,0xc4a04649e0e2bcc5859f8aaa7c7a79a1a0cc388d,DeFi::DEX Aggregator
Rubic,DeFi,DEX Aggregator,WithdrawFacet,0x40785ea9e20b7f93ab0d9dce73b0775d52901e66,DeFi::DEX Aggregator
Rubic,DeFi,DEX Aggregator,FeesFacet,0x6535b3e3802941b91405306cdf6c89a45875fc98,DeFi::DEX Aggregator
Rubic,DeFi,DEX Aggregator,AccessManagerFacet,0xc9fa6ca19d49ff5a677181369eb8a58688e74924,DeFi::DEX Aggregator
Rubic,DeFi,DEX Aggregator,GenericSwapFacet,0xb656e75248ee97e14dccb5ec559da32a5b70c8ef,DeFi::DEX Aggregator
Rubic,DeFi,DEX Aggregator,GenericCrossChainFacet,0x1c7cc271ad9dbe625a07c653ae61b757fdfcbe91,DeFi::DEX Aggregator
Bebop,DeFi,Intents,PMM,0xbbbbbbb520d69a9775e85b458c58c648259fad5f,DeFi::Intents
Bebop,DeFi,Intents,JAM,0xbeb0b0623f66be8ce162ebdfa2ec543a522f4ea6,DeFi::Intents
Hashflow,DeFi,Intents,router,0xca310b1b942a30ff4b40a5e1b69ab4607ec79bc1,DeFi::Intents
Hedgemony,DeFi,Intents,SwapRouter,0xe31371f8e2c7be43d35dd053b9fa4a613f167426,DeFi::Intents;AI::Other
Flap,DeFi,Launchpads,default,0x4267f317adee7c6478a5ee92985c2bd5d855e274,DeFi::Launchpads
Nad.fun,DeFi,Launchpads,default,0x822eb1add41cf87c3f178100596cf24c9a6442f6,DeFi::Launchpads
Seed Circle,DeFi,Launchpads,FundraisingController,0x18ed799b1f6ae61c3dccbc47cf6194722f1e4a50,DeFi::Launchpads
Seed Circle,DeFi,Launchpads,FundraisingReceiverLz,0x34b207921507fcc5083f312c419f68878cf1d777,DeFi::Launchpads
Seed Circle,DeFi,Launchpads,FundraisingDepositNative,0xb81030f789aafe26f09e8aca2036296d1686b190,DeFi::Launchpads
Seed Circle,DeFi,Launchpads,KycStorage,0x1af30240c2e1634e2af9fe787952c062116b2d18,DeFi::Launchpads
Seed Circle,DeFi,Launchpads,KycProofReceiverLz,0x82d3e94b80a31e123075f4063104e0aa483f722d,DeFi::Launchpads
Seed Circle,DeFi,Launchpads,KycProofVerificatorNative,0x9ef653d400fa676cb661a0f5de0c36fac1dd7c2a,DeFi::Launchpads
Seed Circle,DeFi,Launchpads,MockPriceFeed,0x9aff017c63080355744dd0e67159370dead6b89b,DeFi::Launchpads
Seed Circle,DeFi,Launchpads,DealSigner,0x2552b8725bb2b69530501d0f195568800c33f6f4,DeFi::Launchpads
Seed Circle,DeFi,Launchpads,InvestmentProof,0x2b54de87f53b1b9c94f84f610405b38775559353,DeFi::Launchpads
XL,DeFi,Launchpads,default,0x82053e9d87e06be2040bbb2ad3e32f1a9a41dace,DeFi::Launchpads;DeFi::Memecoin
XL,DeFi,Launchpads,swap,0x64036b78cebf10b932ff3d0ffae6ce04a1a2490f,DeFi::Launchpads;DeFi::Memecoin
Ammalgam,DeFi,Lending,AmmalgamFactory,0xab04bba82c01a6635ec373979b75817a47519af7,DeFi::Lending;DeFi::DEX
BrahmaFi,DeFi,Lending,addressProvider,0x3a9bc819e05f5ed1de44a6220f3b54722b246d5c,DeFi::Lending;DeFi::DEX
BrahmaFi,DeFi,Lending,walletRegistry,0x2ef9efe3ac3da31a5d416a35e8a31d3c7afec6c8,DeFi::Lending;DeFi::DEX
BrahmaFi,DeFi,Lending,safeDeployer,0x529212342c1a02cd7b14917cd9838c9987cf9701,DeFi::Lending;DeFi::DEX
BrahmaFi,DeFi,Lending,policyRegistry,0x36d35b840350ca4a26c062d68ea7612c30a7cd19,DeFi::Lending;DeFi::DEX
Covenant,DeFi,Lending,default,0x1d30392503203dd42f5516b32daca6b2e11f71d7,DeFi::Lending;DeFi::DEX;DeFi::Stablecoin;DeFi::Yield
Curvance,DeFi,Lending,auxiliaryData,0xd2bc01db13257defa8f150bf72eba8bb17ded48b,DeFi::Lending
Curvance,DeFi,Lending,centralRegistry,0x636d74155a778f52c45a793d59767e35facfc412,DeFi::Lending
Curvance,DeFi,Lending,chainlinkAdaptor,0x5b220ced201704622f6b452b142ffe31b15d2b85,DeFi::Lending
Curvance,DeFi,Lending,cve,0xb5481b57ff4e23ea7d2fda70f3137b16d0d99118,DeFi::Lending
Curvance,DeFi,Lending,faucet,0x2f930b339de82f34fdbe54e872eb4a2855b76ea2,DeFi::Lending
Curvance,DeFi,Lending,feeManager,0xd6383a8377467eaf2f08962d03b30a1dbec9959c,DeFi::Lending
Curvance,DeFi,Lending,firstTestMarket,0x2994add81714db3354dd254f60b118602f9fbe5d,DeFi::Lending
Curvance,DeFi,Lending,firstTestMarket-complexZapper,0x6cb0023af3ece63e3a3b87950f5fa269dfe42a6f,DeFi::Lending
Curvance,DeFi,Lending,firstTestMarket-positionManagementSimple,0xcea2761dbd1521632b6dd09cfae9e6746dd8c457,DeFi::Lending
Curvance,DeFi,Lending,firstTestMarket-simpleZapper,0x16e299db3484eda3b3cac1a5227c04ec23d4f1d6,DeFi::Lending
Curvance,DeFi,Lending,fourthTestMarket,0x21bcb0b8e3b96affda697b93be36220e82637590,DeFi::Lending
Curvance,DeFi,Lending,fourthTestMarket-complexZapper,0x69597a554267bb83ee1b855d55d3ad1764e84992,DeFi::Lending
Curvance,DeFi,Lending,fourthTestMarket-positionManagementSimple,0x9271cf6a1ea280f0968c5f213f318094f31246b6,DeFi::Lending
Curvance,DeFi,Lending,fourthTestMarket-simpleZapper,0x275a9a961922de576df660f6dc56022e9fec3fa5,DeFi::Lending
Curvance,DeFi,Lending,gaugeManager,0xd866545d8a27e8e36c8ae298671dd2a3f8d325f3,DeFi::Lending
Curvance,DeFi,Lending,messagingHub,0x71a00988c6e9f0a9e8d01c4649c16cc9294b3f35,DeFi::Lending
Curvance,DeFi,Lending,multicallChecker,0xd9584752c4fb00a5beadc90a576234e86af06d82,DeFi::Lending
Curvance,DeFi,Lending,oracleManager,0x29893abc46dfbb74cff5c18038b4741be8099578,DeFi::Lending
Curvance,DeFi,Lending,redstoneAdaptor,0x4a18ee66877236c9a66698648eb06565f225c9b2,DeFi::Lending
Curvance,DeFi,Lending,rewardManager,0x63455b84f6d2f19385947ede983a62ac5affec74,DeFi::Lending
Curvance,DeFi,Lending,secondTestMarket,0x952f9ea592ed1e94c0934f6835a2d27c28a001c2,DeFi::Lending
Curvance,DeFi,Lending,secondTestMarket-complexZapper,0x35b74662e8796b0343c9d7077feac05d25026600,DeFi::Lending
Curvance,DeFi,Lending,secondTestMarket-positionManagementSimple,0x00d0138659debe53565d33e8c0bea3d835f74966,DeFi::Lending
Curvance,DeFi,Lending,secondTestMarket-simpleZapper,0x9953d6379c96729609a8e7eb8e384fba33c6a7ef,DeFi::Lending
Curvance,DeFi,Lending,stakedMonad,0xa685494af002ad5d15cd7e8b3a35a99962e0f7a8,DeFi::Lending
Curvance,DeFi,Lending,stakedMonad-complexZapper,0x6c04aacde5327bc5218e387c5f14c6c7a106011c,DeFi::Lending
Curvance,DeFi,Lending,stakedMonad-positionManagementSimple,0xfc78aba711290ad9390f9ff5e37ecce934133d7d,DeFi::Lending
Curvance,DeFi,Lending,stakedMonad-simpleZapper,0x1455d15c9d7253aea010c85be1b282766d3ee6c6,DeFi::Lending
Curvance,DeFi,Lending,votingHub,0x395e32d026c971010b5c53f2c467ea88a97af134,DeFi::Lending
Euler,DeFi,Lending,unknown0,0xb8a023f26850bcf0f656b18c65a581a5e058d0e8,DeFi::Lending
Euler,DeFi,Lending,unknown1,0xf5c31e6ead2f633cd40a7ca5360f85f368ebd51f,DeFi::Lending
Euler,DeFi,Lending,unknown2,0x4396339267652d4bd4fa48929d3d6780de3f0662,DeFi::Lending
Euler,DeFi,Lending,unknown3,0x063634abe3fd9ca340227914172dc08f62eb852d,DeFi::Lending
Euler,DeFi,Lending,unknown4,0x81db6b0d00043a64478bd7036a5060eaf6ec4087,DeFi::Lending
Euler,DeFi,Lending,unknown5,0x830a4affedc8c08bc6b16ebb57b6e2bb583bd751,DeFi::Lending
Euler,DeFi,Lending,unknown6,0x7af89e0a0a297545b16d555fee25da3e6b1ee733,DeFi::Lending
Euler,DeFi,Lending,unknown7,0xe70940346b8cbbddb38a4ed9d178091a9cf3ebfa,DeFi::Lending
Euler,DeFi,Lending,unknown8,0x602a21bb79b70ce05b0e88397827c69afed29579,DeFi::Lending
Euler,DeFi,Lending,unknown9,0x105e915e71b4647f4200e4e9b66bef159a7a3d8c,DeFi::Lending
Euler,DeFi,Lending,unknown10,0xfc346e584d1eb5909c857ebcdb21a9e9d1bfcda3,DeFi::Lending
Folks Finance,DeFi,Lending,SpokeCommon,0x811a937b4349850ad8a52c6ca47083337d65c3db,DeFi::Lending
Folks Finance,DeFi,Lending,SpokeGasToken,0x1217fd6dda71708ff3a8eb82602777379b59ba64,DeFi::Lending
Folks Finance,DeFi,Lending,BridgeRouterSpoke,0xea2bcd7178fa69c12389c0a5e6ffab0b0154d653,DeFi::Lending
Folks Finance,DeFi,Lending,WormholeDataAdapter,0x0e78a4ee07e3f20ef7a21c0f61eb58fca26d4d1f,DeFi::Lending
Folks Finance,DeFi,Lending,AlwaysEligibleAddressOracle,0x3e44ba19e932f4985983994dfa1bd01f2a2f8ee2,DeFi::Lending
Kinza Finance,DeFi,Lending,lendingPoolProxy,0x590b03d84441c1277f32784d1fbc22fe18b1eee0,DeFi::Lending
Kinza Finance,DeFi,Lending,lendingPoolImpl,0x29d924267ef89036d50c2008c810842a0e1091b5,DeFi::Lending
Kinza Finance,DeFi,Lending,Oracle,0xe1ddd3273a775e70eb532b311073defb79bc5d82,DeFi::Lending
Lendhub Protocol,DeFi,Lending,LendhubContract,0x2a0d4970cd6958dfb0d88f6536240277cc7c3a95,DeFi::Lending;NFT::NFTFi
Pike,DeFi,Lending,PikeFactory,0x0e2ef7aeeef695f9c8d463ce31561b43ec14e453,DeFi::Lending
Pike,DeFi,Lending,RiskEngine1,0x2fd9753f0c4406536dbec4d307979ea4b5d8e016,DeFi::Lending
Pike,DeFi,Lending,OracleEngine1,0x5ea59495da9b648e61a81842214d950a0b36ee96,DeFi::Lending
Pike,DeFi,Lending,RiskEngine2,0x7c660d0ae0f8c96ea360e2e5a9ec41abba5483b5,DeFi::Lending
Pike,DeFi,Lending,OracleEngine2,0xe0985152f70accbccb76ed48df93d524dbc78e6d,DeFi::Lending
Pike,DeFi,Lending,Timelock1,0xae38efff9547046c963611bfb63f39f12d142825,DeFi::Lending
Pike,DeFi,Lending,Timelock2,0xef5b85c819c274146de0e6e3f7dc975c7f2ab79b,DeFi::Lending
Pike,DeFi,Lending,RiskEngineBeacon,0x5f45cbcdfd790e5f45d2b5b81e293aac2ef2b622,DeFi::Lending
Pike,DeFi,Lending,TimelockBeacon,0x52fda3547389c0141523a98be00d6437dfd22ad6,DeFi::Lending
Pike,DeFi,Lending,pTokenBeacon,0x5b7a284d05076b1ec46c0f55424676be7d554b63,DeFi::Lending
Pike,DeFi,Lending,OracleEngineBeacon,0x1afe460cdef8ff250f846f7eaaafda7cb648c68e,DeFi::Lending
Spine Finance,DeFi,Lending,default,0x824ff330d2d3dbc6b363d8fec29e13bf69c31d71,DeFi::Lending
Sumer,DeFi,Lending,ProxyAdmin,0x91e61a73e021d701092abf8f0c2036c4b9711ae7,DeFi::Lending
Sumer,DeFi,Lending,Multicall2,0xa52a889fca8706eb91df92421e4303550adfb64d,DeFi::Lending
Sumer,DeFi,Lending,CompoundLens,0x092fa73f599f3ccea2093d65c9fdcb4a49fa7924,DeFi::Lending
Sumer,DeFi,Lending,FeedPriceOracle,0x5f558f2aae98d166537931f27bd8e0d149bbd700,DeFi::Lending
Sumer,DeFi,Lending,CompLogic,0xc53fcf3ce027abbb7faaab77efa464ed67ee1f6f,DeFi::Lending
Sumer,DeFi,Lending,RedemptionManager,0x9a00a29732ddc6ee4ce8ca115e0ba155cd34cb28,DeFi::Lending
Sumer,DeFi,Lending,Timelock,0x18438738298064d48666cf52ad7a759d2d838f97,DeFi::Lending
Sumer,DeFi,Lending,Comptroller,0x32f1c06eb41bf76dfd4c3e4f73befebcaec60d13,DeFi::Lending
Timeswap,DeFi,Lending,TimeswapV2PoolFactory,0xb82b8b18ad3040fc7181680accdcfba68532956a,DeFi::Lending
Timeswap,DeFi,Lending,TimeswapV2OptionFactory,0xfb129ef3ab8e17c894b8c6a8b33f08b964db7359,DeFi::Lending
tread.fi,DeFi,Lending,Attestations,0x8af5998a1a9ab881e26e878eaad147862c39b9d5,DeFi::Lending
tread.fi,DeFi,Lending,VaultFactory,0x568d845825183032f788d6172d2b6cab206bcf4e,DeFi::Lending
Kintsu,DeFi,Liquid Staking,Staking,0xe1d2439b75fb9746e7bc6cb777ae10aa7f7ef9c5,DeFi::Liquid Staking
Magma,DeFi,Liquid Staking,Admin,0x83bc958f2583b8a2dfbeaf7491d4ac1268c7f2f7,DeFi::Liquid Staking
Magma,DeFi,Liquid Staking,RoleManager,0x2c59da213e35d92d2bdbd3e1a4e19c151350bdde,DeFi::Liquid Staking
Magma,DeFi,Liquid Staking,StakeManager,0x69d66356fcf62d8eab1fb2d86f3374508d611b3d,DeFi::Liquid Staking
StakeStone,DeFi,Liquid Staking,STONEToken,0x5a9125247d732d84240ff8ed48de69de7290a840,DeFi::Liquid Staking
StakeStone,DeFi,Liquid Staking,STONE LayerZero Adapter,0x1da4df975fe40dde074cbf19783928da7246c515,DeFi::Liquid Staking
Swing Monad,DeFi,Liquid Staking,Staking pool,0xaf38734983a68edfa4c1d6db403dfa28bbf4009a,DeFi::Liquid Staking
Swing Monad,DeFi,Liquid Staking,Oracle,0x78ac1aa0452e293649fc1e0444da6250fff342c7,DeFi::Liquid Staking
FastLane,DeFi,MEV,AddressHub,0xd72d821da82964c0546a5501347a3959808e072f,DeFi::MEV
aPriori,DeFi,MEV,aprMON,0xb2f82d0f38dc453d596ad40a37799446cc89274a,DeFi::MEV
Rug Rumble,DeFi,Memecoin,RugRumbleGame,0x262fd7a243e9335a733c00de471525d9fee8abdb,DeFi::Memecoin;Consumer::Social
Rug Rumble,DeFi,Memecoin,MemoryVault,0x61ed7ea592d724075ed6179eb8d9c8c7293152b3,DeFi::Memecoin;Consumer::Social
Fufuture,DeFi,Options,default,0x43f323aca25b57182bdc87564410ea7056975265,DeFi::Options
ApeBond,DeFi,Other,contract,0xc80585f78a6e44fb46e1445006f820448840386e,DeFi::Other
Dirol Protocol,DeFi,Other,LP1,0x8d0b155851e4fae42a1a0773663e327eb3a4e3d6,DeFi::Other
Dirol Protocol,DeFi,Other,LP2,0xcb593bc54af3e7e46a4a562b6c0b14d5caf2869a,DeFi::Other
FUKU,DeFi,Other,PrizePoolManager,0x2e1fd6ec0923de849d6876599f214d2366d5e401,DeFi::Other
FUKU,DeFi,Other,PrizePool0,0x0168c03df4c67e4ea8bb0bd1c5459a4b719be16a,DeFi::Other
FUKU,DeFi,Other,PrizePool1,0x28749f45a0951c18a89606687e3ad8204822a32c,DeFi::Other
FUKU,DeFi,Other,PrizePool2,0xf274d009c51ea5a8b2b3df2c5074c46d05afdad9,DeFi::Other
Hive,DeFi,Other,HiveBox,0xdb9de8a49479ad37968190e4c5441c47ee2b4665,DeFi::Other
Hive,DeFi,Other,Hive,0xf62f63169ca4085af82c3a147475efde3edd4b50,DeFi::Other
Hive,DeFi,Other,WMON Market,0xd63b0b2c1c5f53cacdf056524eb612fdbe6a3fb9,DeFi::Other
Hive,DeFi,Other,USDC Market,0x618e659595155cfc35df07c89ec5f6a32ccc006a,DeFi::Other
Hive,DeFi,Other,gMON Market,0x4f0648a96b61fbe5c70362220305773e8ab5b729,DeFi::Other
Hive,DeFi,Other,sMON Market,0x27c7499b86d5ad7ee8481187bc19186d8d823af8,DeFi::Other
Hive,DeFi,Other,aprMON Market,0x3d61de592269aeaf890b6da8b90bf48c2b10185e,DeFi::Other
Monucet,DeFi,Other,Faucet,0x22cca0357070b1d66b9e1566991836b2a205bef3,DeFi::Other
